"id","winner","total_votes","name","x0001e","x0002e","x0003e","x0005e","x0006e","x0007e","x0008e","x0009e","x0010e","x0011e","x0012e","x0013e","x0014e","x0015e","x0016e","x0017e","x0018e","x0019e","x0020e","x0021e","x0022e","x0023e","x0024e","x0025e","x0026e","x0027e","x0029e","x0030e","x0031e","x0033e","x0034e","x0035e","x0036e","x0037e","x0038e","x0039e","x0040e","x0041e","x0042e","x0043e","x0044e","x0045e","x0046e","x0047e","x0048e","x0049e","x0050e","x0051e","x0052e","x0053e","x0054e","x0055e","x0056e","x0057e","x0058e","x0059e","x0060e","x0061e","x0062e","x0064e","x0065e","x0066e","x0067e","x0068e","x0069e","x0071e","x0072e","x0073e","x0074e","x0075e","x0076e","x0077e","x0078e","x0079e","x0080e","x0081e","x0082e","x0083e","x0084e","x0085e","x0086e","x0087e","x0088e","x0089e","c01_001e","c01_002e","c01_003e","c01_004e","c01_005e","c01_006e","c01_007e","c01_008e","c01_009e","c01_010e","c01_011e","c01_012e","c01_013e","c01_014e","c01_015e","c01_016e","c01_017e","c01_018e","c01_019e","c01_020e","c01_021e","c01_022e","c01_023e","c01_024e","c01_025e","c01_026e","c01_027e","income_per_cap_2016","income_per_cap_2017","income_per_cap_2018","income_per_cap_2019","income_per_cap_2020","gdp_2016","gdp_2017","gdp_2018","gdp_2019","gdp_2020","x2013_code"
1544,"Trump",120817,"Lubbock County, Texas",308392,151902,156490,20415,20109,20937,26301,37765,45239,36524,30916,15678,16177,22062,11672,4597,30.9,73527,242747,234865,211895,47107,38331,234865,114588,120277,38331,16659,21672,308392,289469,18923,289469,240194,22261,2527,204,0,9,42,7021,1102,1839,1338,215,553,808,1166,334,152,57,117,8,17132,18923,3391,1784,1488,145,258220,26413,4852,9116,591,28743,110434,92101,1105,334,16894,197958,163154,20602,864,6830,226,275,6007,488,5519,129032,223321,108496,114825,52000,3391,14150,28078,6381,182865,10084,13384,45903,42875,12102,36555,21962,159397,58517,45239,41352,16072,36524,33250,12320,62771,53881,19070,38331,30914,11055,"40726","41578","43708","45696","47931","12876001","13146470","13836149","14391282","14730388",3
1545,"Trump",98726,"Martin County, Florida",160420,79123,81297,6455,6599,8152,7840,6993,14779,14793,19615,11782,13387,24664,17928,7433,52.7,26132,137270,134288,129854,57963,50025,134288,65782,68506,50025,23138,26887,160420,155578,4842,155578,139323,8989,842,31,45,0,0,2388,523,494,742,23,72,218,316,200,120,72,0,8,3836,4842,948,447,342,50,143886,10272,1488,2871,222,6742,21987,6963,3804,2672,8548,138433,125077,8405,322,2320,128,329,1852,351,1501,80542,127588,61800,65788,9907,1513,3772,3894,728,124381,3718,6936,31807,28709,11556,26373,15282,113727,41655,14779,12999,3685,14793,13223,5513,44784,40935,15475,50025,46570,16982,"77137","82718","85601","92323","95026","7360150","7466691","7898321","8209835","8336902",3
1546,"Biden",14133,"Petersburg city, Virginia",30791,14047,16744,2113,2006,1359,1635,2219,5013,3331,3746,2106,2096,3037,1367,763,37.2,6466,24904,24325,23223,6391,5167,24325,10732,13593,5167,1941,3226,30791,30000,791,30000,5110,23659,134,0,0,0,0,307,53,0,29,9,107,45,64,9,5,4,0,0,781,791,365,27,98,46,5703,24213,255,520,44,879,1516,755,483,0,278,29275,4610,23479,134,307,9,52,684,16,668,16346,23822,10484,13338,2866,405,935,1243,283,21459,1484,2093,7500,4512,1520,2735,1615,17882,4350,5013,4588,1511,3331,2917,551,7948,6505,1267,5167,3872,1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1547,"Trump",4119,"Dade County, Missouri",7571,3852,3719,360,456,441,490,355,708,807,924,637,576,1059,510,248,46.4,1554,6250,6017,5805,2109,1817,6017,3010,3007,1817,827,990,7571,7333,238,7333,7183,32,53,0,0,0,4,38,0,7,31,0,0,0,0,6,0,0,6,0,21,238,39,108,34,0,7417,74,198,79,18,66,167,110,0,15,42,7404,7076,32,53,38,6,0,199,7,192,3955,5989,3001,2988,548,122,233,186,7,5469,192,458,2389,1324,350,626,130,4819,756,708,611,93,807,715,123,2137,1899,220,1817,1594,320,"32411","32326","33739","35396","38902","176991","171105","178404","184707","196091",6
1549,"Trump",32404,"Franklin County, Washington",93681,48239,45442,8374,7839,9480,7351,6358,14278,12867,10014,3921,4274,5641,2423,861,30.4,30430,66752,63251,59351,11356,8925,63251,33138,30113,8925,4425,4500,93681,84398,9283,84398,59889,2222,1193,16,15,0,20,1984,0,64,478,74,290,261,817,205,88,85,19,13,18905,9283,965,1015,944,166,68629,3746,2834,3192,488,24484,49876,45924,280,47,3625,43805,37350,1725,220,1848,145,360,2157,47,2110,28618,50228,26251,23977,8972,2105,2870,3692,305,54279,7606,5059,13699,12420,5210,6449,3836,41614,10285,14278,12075,2717,12867,9432,2506,18209,12966,3124,8925,7141,1938,"35119","35841","36646","39324","42756","3420159","3499213","3736821","4001576","4084382",3
1550,"Trump",1456,"Knox County, Texas",3679,1817,1862,234,305,254,217,207,335,440,462,242,303,338,238,104,41.6,938,2863,2741,2609,854,680,2741,1361,1380,680,278,402,3679,3396,283,3396,2960,196,0,0,0,0,0,45,0,0,0,0,0,3,42,0,0,0,0,0,195,283,42,20,8,0,3243,238,20,53,0,408,1283,1153,0,7,123,2396,2116,160,0,45,0,0,75,5,70,2030,2531,1211,1320,279,81,114,63,21,2462,259,217,754,597,171,287,177,1986,464,335,285,105,440,406,77,1007,767,142,680,528,140,"36868","40006","42565","42658","46817","127474","135780","148555","142437","145404",6
1552,"Trump",4958,"Howard County, Iowa",9201,4611,4590,622,714,596,477,532,980,1013,1086,656,651,974,519,381,40.9,2294,7151,6907,6651,2218,1874,6907,3412,3495,1874,871,1003,9201,9050,151,9050,8965,33,1,1,0,0,0,48,26,0,6,16,0,0,0,2,0,0,0,2,1,151,30,32,38,0,9116,63,33,86,2,52,153,144,5,0,4,9048,8864,33,1,48,2,0,100,0,100,4376,6812,3360,3452,647,57,269,275,46,6260,288,263,2428,1113,1006,881,281,5709,1162,980,945,215,1013,894,219,2393,2201,335,1874,1669,393,"44206","44230","47382","47764","51067","453433","441319","461105","472480","467620",6
1554,"Trump",8703,"Garrard County, Kentucky",17554,8579,8975,912,1197,1024,986,827,1901,2146,2634,1434,1311,1923,870,389,43.5,3808,14153,13746,13263,3972,3182,13746,6582,7164,3182,1387,1795,17554,17150,404,17150,16613,369,36,9,4,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,117,404,108,61,27,0,16943,526,97,67,25,300,384,125,0,0,259,17170,16476,369,36,15,0,3,271,50,221,7501,13493,6452,7041,1138,215,513,344,66,12608,727,1309,4597,2257,1186,1250,1282,10572,2532,1901,1731,446,2146,1819,576,5379,4511,1043,3182,2511,467,"33704","34983","35706","36992","40329","259672","264368","273554","280366","277705",6
1555,"Trump",1503,"Crane County, Texas",4739,2451,2288,392,347,490,466,188,531,727,534,210,196,404,209,45,33.6,1483,3434,3256,2987,815,658,3256,1647,1609,658,295,363,4739,4591,148,4591,2557,106,8,0,0,0,0,99,0,0,84,0,0,6,9,5,0,5,0,0,1816,148,0,0,0,0,2705,106,8,99,17,1952,3079,2926,22,22,109,1660,1446,90,8,99,5,0,12,0,12,1684,2654,1282,1372,400,60,249,91,0,2856,408,253,1046,555,214,281,99,2195,380,531,491,50,727,505,166,940,685,129,658,514,35,"38377","43947","50533","54198","49986","602429","662879","694459","635508","414213",6
1556,"Trump",3709,"Doniphan County, Kansas",7616,3864,3752,393,496,329,850,530,783,799,906,550,518,807,422,233,41.8,1467,6312,6149,5361,1756,1462,6149,3138,3011,1462,676,786,7616,7456,160,7456,7003,381,44,0,0,0,0,11,0,5,0,0,5,0,1,7,7,0,0,0,10,160,41,85,0,0,7163,422,129,11,7,44,216,204,9,0,3,7400,6839,376,16,11,0,0,158,34,124,3575,6092,3105,2987,1131,64,403,623,41,5018,157,242,1691,1471,430,706,321,4619,1027,783,711,132,799,786,201,1974,1839,346,1462,1283,348,"36783","38775","39553","42529","46313","264544","289208","271447","309971","283074",4
1557,"Biden",98160,"Ulster County, New York",178371,88500,89871,7778,8455,9391,10900,11345,22181,20689,24686,14485,13176,20838,9931,4516,44.1,31538,150676,146833,139801,42480,35285,146833,72527,74306,35285,15974,19311,178371,166287,12084,166287,146063,10859,345,39,0,0,0,3292,512,1180,359,123,196,43,879,11,0,5,0,6,5717,12084,2938,1132,1375,259,157337,15019,2442,4898,63,11393,18800,3707,7328,1285,6480,159571,137257,9834,121,3217,11,1071,8060,2626,5434,85372,141556,69646,71910,16331,1427,4398,8522,1984,130502,3700,7829,37604,24154,13948,23177,20090,118973,43267,22181,20364,6763,20689,18983,7283,52347,47948,17273,35285,31678,11948,"45643","47687","49360","53426","57057","6988165","7245996","7580313","7975762","7916769",4
1558,"Trump",23423,"Lafayette County, Mississippi",54059,26144,27915,2772,2900,2747,6179,8406,6793,6625,5268,2698,2839,4243,1797,792,30.5,10026,44934,44033,36743,8461,6832,44033,21229,22804,6832,3004,3828,54059,53416,643,53416,38602,12793,166,15,0,0,0,1135,381,325,78,62,56,203,30,0,0,0,0,0,720,643,261,53,217,21,39203,13109,253,1414,51,727,1386,666,136,32,552,52673,37768,12695,166,1135,0,273,636,0,636,26091,42820,20533,22287,12978,550,1171,9891,1366,31055,733,1727,5921,5046,3012,7640,6976,28595,14616,6793,6497,3515,6625,6247,3461,10805,9866,4698,6832,5985,2942,"39029","39998","41810","43373","45615","2000872","2049211","2171815","2233026","2248036",5
1559,"Trump",18314,"Orleans County, New York",40624,20200,20424,1891,2253,2082,2476,2296,5445,4566,5959,3466,2950,4260,2138,842,43.4,7851,33846,32773,31545,8868,7240,32773,16221,16552,7240,3298,3942,40624,39466,1158,39466,35913,2395,131,4,0,0,0,267,51,28,80,21,54,9,24,0,0,0,0,0,760,1158,421,233,80,5,37034,2885,415,371,31,1092,2081,731,707,47,596,38543,34890,2342,131,231,0,43,906,86,820,18576,32195,15881,16314,3147,581,1204,1264,98,29626,1106,2551,12004,5818,3315,3145,1687,25969,4832,5445,4640,789,4566,3830,981,12375,11117,1829,7240,6382,1233,"35812","37748","38706","39657","44078","1342130","1350482","1395189","1428122","1519946",2
1560,"Trump",7010,"Converse County, Wyoming",13842,7154,6688,954,1143,783,1010,475,1743,1548,1848,1235,776,1458,572,297,40.2,3442,10733,10400,9808,2679,2327,10400,5356,5044,2327,1194,1133,13842,13384,458,13384,13245,0,85,0,0,0,5,19,0,0,0,0,19,0,0,0,0,0,0,0,35,458,57,301,40,0,13703,61,390,59,11,80,1144,681,8,0,455,12698,12258,0,22,19,0,0,399,0,399,6691,10169,5167,5002,923,408,285,196,34,9477,328,450,3316,2274,1244,1049,816,8699,1865,1743,1571,468,1548,1513,383,3859,3574,548,2327,2041,466,"48370","50949","56681","69603","68246","1072873","1087529","1285603","1585933","1266075",6
1561,"Trump",12267,"Clay County, Indiana",26231,12867,13364,1580,1529,1872,1636,1390,3122,3135,3342,2124,1678,2807,1411,605,42.1,6097,20728,20134,19301,5781,4823,20134,9846,10288,4823,2152,2671,26231,25714,517,25714,25379,151,41,5,0,0,0,66,0,0,41,0,19,0,6,6,6,0,0,0,71,517,158,134,55,28,25865,348,211,128,6,206,393,291,1,0,101,25838,25089,151,41,66,6,3,482,91,391,11773,20049,9796,10253,1910,524,591,747,48,18224,254,1426,7692,3517,2320,2145,870,16544,3015,3122,2825,461,3135,2924,689,7144,6471,1295,4823,4324,570,"35434","36826","37262","37716","41155","751762","799045","795835","789230","793150",4
1562,"Trump",27375,"Whiteside County, Illinois",55583,27788,27795,3047,3093,3903,3511,2923,5915,6358,7063,4007,4254,6344,3444,1721,43.6,12249,44824,43334,41378,13846,11509,43334,21307,22027,11509,5239,6270,55583,53600,1983,53600,51792,716,93,0,5,0,22,352,103,52,166,7,5,0,19,85,0,0,14,71,562,1983,628,193,160,12,53671,1498,437,591,139,1391,6809,5388,914,28,479,48774,46737,680,64,320,85,0,888,94,794,25831,42388,20723,21665,4228,683,1814,1460,271,39106,1191,2192,14707,9606,4018,4736,2656,35723,7392,5915,5722,1420,6358,5714,1447,15324,14237,2758,11509,10050,1767,"40102","41519","42604","43859","48391","2072740","2097439","2185702","2215592","2206997",5
1563,"Trump",25376,"Nye County, Nevada",45514,23296,22218,2069,2181,2022,2225,1928,4178,4008,5364,3697,4208,8215,4262,1157,53.1,7722,38882,37792,36609,16312,13634,37792,19343,18449,13634,6882,6752,45514,42873,2641,42873,36795,965,717,40,0,0,0,793,39,16,214,155,71,0,298,185,40,109,0,36,3418,2641,723,417,142,1,39196,1866,1312,1260,369,4370,6868,5784,183,62,839,38646,34078,946,606,779,185,2,2050,363,1687,22448,35643,18164,17479,2703,665,1365,625,48,35089,1427,3433,12543,10171,3169,2643,1703,30229,4346,4178,3507,327,4008,3251,372,13269,11554,1417,13634,11917,2230,"34486","35457","36077","37624","39534","1490051","1684002","1765235","1841570","1950644",5
1565,"Trump",3551,"Scott County, Arkansas",10269,5409,4860,615,639,821,534,493,1250,1050,1285,675,757,1293,742,115,41.2,2430,8112,7839,7574,2530,2150,7839,3943,3896,2150,1017,1133,10269,9792,477,9792,8934,222,37,1,0,0,0,141,0,8,0,0,0,48,85,0,0,0,0,0,458,477,64,299,0,0,9403,286,344,141,45,527,808,695,109,0,4,9461,8639,222,37,141,0,0,422,14,408,5283,7759,3873,3886,672,168,313,177,14,7167,625,835,2900,1445,494,597,271,5707,868,1250,1063,144,1050,906,203,2717,2351,333,2150,1387,188,"29250","31133","32022","32039","33703","264610","276738","295425","272409","277808",6
1566,"Trump",9178,"Giles County, Virginia",16760,8169,8591,865,1161,771,943,869,1908,1904,2417,1143,1178,2083,991,527,44.7,3432,13646,13328,12785,4265,3601,13328,6454,6874,3601,1624,1977,16760,16492,268,16492,16080,304,0,0,0,0,0,79,0,76,3,0,0,0,0,29,0,0,29,0,0,268,69,32,15,0,16348,390,49,94,61,103,301,211,12,0,78,16459,15861,304,0,79,29,0,186,23,163,8360,13177,6412,6765,1177,285,456,367,69,12151,399,822,4582,2870,1105,1406,967,10930,2373,1908,1782,498,1904,1805,429,4738,4306,943,3601,3037,503,"36602","37669","39048","40611","43685","503645","507828","538843","530018","549320",4
1567,"Trump",2160,"Martin County, Texas",5676,2903,2773,446,406,724,486,391,510,689,792,325,288,345,231,43,32.8,1807,4005,3869,3571,804,619,3869,1952,1917,619,332,287,5676,5619,57,5619,4726,28,172,0,0,0,0,3,0,0,3,0,0,0,0,8,0,0,0,8,682,57,0,0,0,0,4783,28,172,3,8,739,2712,2697,0,0,15,2964,2911,28,7,3,0,0,15,15,0,1976,3656,1887,1769,646,119,276,202,49,3223,368,312,1101,688,129,370,255,2543,625,510,356,94,689,652,190,1405,1142,226,619,393,115,"46657","58919","73935","78790","73094","2372378","3679789","6100189","6886121","3864592",4
1568,"Trump",41298,"Wood County, Wisconsin",72892,35867,37025,4114,4083,4884,4125,3620,8355,8119,9273,6441,4960,8230,4424,2264,43.9,15758,58820,57134,55099,17702,14918,57134,27941,29193,14918,6786,8132,72892,71385,1507,71385,68382,573,376,2,111,3,0,1524,146,198,81,68,12,16,1003,3,0,0,0,3,527,1507,477,475,154,0,69886,1069,874,1685,6,902,2328,2048,60,54,166,70564,66984,573,290,1524,3,63,1127,93,1034,35247,56303,27479,28824,5068,685,1819,2125,439,52066,1223,2717,19886,10853,6662,6709,4016,48126,10725,8355,7885,1827,8119,7484,1951,20674,19433,4448,14918,13324,2499,"43069","44148","45552","47395","50185","3952518","3895575","3970737","4241400","4265405",5
1569,"Trump",33445,"Union County, Ohio",57871,27787,30084,3745,3963,4002,3807,3186,7741,8672,8506,4078,3102,4346,1968,755,38.1,14305,45124,43566,41873,8897,7069,43566,20486,23080,7069,3171,3898,57871,56410,1461,56410,52273,1423,134,10,31,0,0,2419,1478,426,97,115,121,0,182,37,37,0,0,0,124,1461,411,167,500,0,53648,1875,330,2976,43,489,1071,479,299,20,273,56800,51448,1403,134,2419,37,83,1276,181,1095,21778,42636,20030,22606,4398,674,1757,1443,524,39168,532,1719,12605,7711,2678,9284,4639,36917,13923,7741,7229,2796,8672,8280,4495,15686,15070,5230,7069,6338,1402,"47772","52386","56506","58178","61633","3894508","4362758","4533206","4635327","4605550",2
1570,"Trump",44553,"Rogers County, Oklahoma",92052,45765,46287,5399,5706,6541,6141,5815,11429,11246,12126,6401,6244,8830,4499,1675,39.3,21611,73103,70441,67069,18889,15004,70441,34639,35802,15004,6992,8012,92052,83016,9036,83016,68067,903,11624,8399,31,46,51,1403,29,53,136,16,77,155,937,64,8,32,0,24,955,9036,515,7208,216,144,76893,1763,19320,1741,115,1587,4507,3503,275,55,674,87545,65546,896,11370,1376,64,19,8274,122,8152,38564,69279,34016,35263,7991,1217,3092,3110,572,62450,1286,3453,20489,15272,6751,10780,4419,57711,15199,11429,10603,2665,11246,10474,3126,24771,23150,6291,15004,13484,3117,"42314","43994","45877","47480","49464","3065175","3159407","3406389","3560555","3327098",3
1571,"Trump",1720,"Hemphill County, Texas",3901,2136,1765,249,268,409,347,221,287,567,463,282,220,344,115,129,36.7,1133,2877,2768,2599,706,588,2768,1482,1286,588,271,317,3901,3808,93,3808,3347,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,93,8,11,43,0,3440,18,11,43,0,482,1445,1376,0,0,69,2456,2385,9,0,0,0,0,62,0,62,1744,2348,1258,1090,361,56,112,193,0,2407,267,160,879,470,134,392,105,1980,497,287,285,82,567,455,90,965,720,210,588,520,115,"63015","63519","63761","68610","69936","645034","687658","662763","567791","390620",6
1574,"Trump",18996,"Cooke County, Texas",40428,20048,20380,2751,2472,2733,2638,2350,4934,4458,4864,2653,3130,4403,2151,891,41.2,9634,31888,30794,29307,9053,7445,30794,15030,15764,7445,3448,3997,40428,38404,2024,38404,36259,1115,317,148,38,0,0,319,45,28,107,4,50,50,35,7,0,0,0,7,387,2024,408,397,93,49,38140,1664,763,576,81,1306,7376,6536,170,0,670,33052,30370,1112,293,319,0,6,952,0,952,16986,28624,13986,14638,3310,580,1281,1333,116,27484,1418,2047,8473,7202,2362,4048,1934,24019,5982,4934,4500,689,4458,3899,1077,10647,9346,2543,7445,6274,1673,"46618","51115","51764","53372","55863","3313816","3108649","2748765","2429583","2127315",5
1575,"Trump",12940,"Hendry County, Florida",41472,22022,19450,3133,2353,3740,2679,2927,5892,5174,5366,2796,1811,3107,1842,652,35,11117,31644,30355,29112,6736,5601,30355,16106,14249,5601,2786,2815,41472,37993,3479,37993,30601,4692,803,46,0,0,48,372,24,35,166,8,0,52,87,0,0,0,0,0,1525,3479,1074,247,15,0,33693,6105,1216,519,98,3534,22518,13300,1534,3835,3849,18954,13005,4505,563,372,0,0,509,243,266,14932,24224,12284,11940,3715,742,1824,959,190,26640,4361,3876,8945,4655,2613,1475,715,18403,2190,5892,4315,465,5174,3584,294,9973,7093,833,5601,3411,598,"31084","32122","32826","34352","37672","1205701","1174250","1230553","1313531","1440056",5
1578,"Trump",47982,"Gregg County, Texas",123633,60092,63541,8959,8912,8958,8357,8252,17090,14874,14196,7323,7665,10719,5635,2693,35.6,31877,95205,91756,86904,23141,19047,91756,43852,47904,19047,8057,10990,123633,115712,7921,115712,88003,24177,242,57,0,28,0,1462,184,88,174,26,114,430,446,155,50,105,0,0,1673,7921,1676,808,621,172,95642,26883,1700,2391,174,5626,23354,21043,640,115,1556,100279,70235,24003,165,1462,155,152,4107,520,3587,52256,84999,39974,45025,11561,1076,4521,5538,426,80195,4641,7710,22429,21599,6844,11908,5064,67844,16972,17090,14550,3003,14874,12324,3012,29184,24026,6623,19047,16944,4334,"43649","43971","46167","47616","49827","7070341","7213602","7754556","7977352","7389023",4
1579,"Trump",11352,"Yancey County, North Carolina",17870,8820,9050,860,855,961,927,938,1809,1898,2387,1218,1416,2656,1419,526,47.9,3283,14997,14587,14091,5599,4601,14587,6999,7588,4601,2089,2512,17870,17443,427,17443,17004,114,99,11,0,18,0,53,0,1,0,6,20,21,5,4,4,0,0,0,169,427,122,53,18,40,17391,276,192,71,4,363,928,570,8,10,340,16942,16515,114,75,53,4,0,181,0,181,11270,14278,6875,7403,1258,159,421,636,42,13329,633,1148,4668,2945,1229,1596,1110,11548,2706,1809,1578,311,1898,1721,361,5021,4519,1000,4601,3730,1034,"32423","33525","36070","37365","39832","406028","379660","446886","472623","465348",6
1581,"Biden",11957,"Pitkin County, Colorado",17980,9520,8460,963,656,792,962,778,2652,2286,2751,1205,1574,2228,986,147,43.3,2952,15431,15028,14538,4464,3361,15028,7975,7053,3361,1789,1572,17980,17412,568,17412,16247,87,15,0,0,0,0,412,0,0,4,0,229,0,179,0,0,0,0,0,651,568,42,185,53,0,16815,161,200,504,7,900,1850,925,64,249,612,16130,15186,81,0,408,0,92,363,65,298,13861,14056,7556,6500,1199,65,504,451,179,13829,321,183,1934,2131,801,5946,2513,13325,8459,2652,2504,1544,2286,2219,1268,5530,5311,3276,3361,3291,2371,"139666","140975","154323","183241","187595","2128390","2260386","2345625","2448717","2310563",5
1582,"Trump",271543,"Montgomery County, Texas",590188,292126,298062,39540,43281,45419,41082,34618,75008,81079,79756,38934,33935,48593,20996,7947,37.2,155264,453947,434924,414438,96625,77536,434924,213101,221823,77536,35237,42299,590188,554553,35635,554553,485821,30585,2551,202,0,32,86,17715,5136,2982,3387,490,439,1538,3743,182,62,1,57,62,17699,35635,4875,3793,4289,0,520083,36212,7078,22786,1166,38992,144951,101795,3978,1365,37813,445237,383155,29373,1051,17378,137,1132,13011,1543,11468,223599,390485,190238,200247,48676,9210,16239,18126,5101,386248,16385,25369,90126,89983,29542,90468,44375,344494,134843,75008,67555,24280,81079,71902,30616,152625,136081,56376,77536,68956,23571,"57301","62888","63338","65882","66440","23754452","26725607","30099204","31433137","31935887",2
1584,"Trump",5771,"Jeff Davis County, Georgia",15063,7331,7732,1070,1061,1172,1105,981,1914,1914,1711,864,952,1420,660,239,36.8,3978,11498,11085,10379,2745,2319,11085,5294,5791,2319,1048,1271,15063,14487,576,14487,11435,2463,0,0,0,0,0,38,0,5,0,0,8,0,25,0,0,0,0,0,551,576,1,50,0,0,11975,2500,50,38,4,1072,1848,1283,99,207,259,13215,10688,2432,0,38,0,0,57,2,55,6533,10999,5224,5775,1411,504,483,393,31,9674,517,1573,3587,2139,796,633,429,7584,1062,1914,1459,190,1914,1453,200,3527,2758,399,2319,1914,273,"28733","28899","30560","32980","35826","362262","390752","407528","450291","458069",6
1585,"Biden",52799,"Benton County, Oregon",92168,46359,45809,3706,3737,4666,9019,14858,12185,9553,8875,5385,5410,9018,4083,1673,33.2,14935,79168,77233,67771,18170,14774,77233,38717,38516,14774,6951,7823,92168,87620,4548,87620,76887,1018,645,33,6,0,0,6805,597,3121,468,440,968,530,681,203,115,32,19,37,2062,4548,608,1407,1280,23,81391,1776,2322,8259,515,2848,7031,5234,190,92,1515,85137,73376,978,358,6777,195,135,3318,256,3062,38713,71577,35451,36126,21051,639,3500,13724,3188,56182,774,1375,7723,11624,4758,16423,13505,54033,29928,12185,11882,6344,9553,9066,5318,19670,18909,10617,14774,14176,7649,"42123","42842","45149","47290","50628","4133165","4332350","4648567","4792417","4870288",4
1588,"Trump",16162,"Steuben County, Indiana",34591,17667,16924,1814,1781,2158,2434,2444,3786,3480,4529,2536,2673,4194,1905,857,43.6,7057,28244,27534,25739,8544,6956,27534,13998,13536,6956,3275,3681,34591,33653,938,33653,33120,130,14,3,0,0,1,193,20,39,56,0,0,8,70,0,0,0,0,0,196,938,109,184,114,0,34045,394,392,320,31,541,1288,1186,65,7,30,33303,32354,130,14,193,0,11,601,25,576,20147,27207,13856,13351,3574,703,1244,1341,286,23960,495,1573,9415,4669,2427,3304,2077,21892,5381,3786,3505,959,3480,3143,1043,9738,8966,1693,6956,6278,1686,"39708","41965","43996","45775","48787","1340850","1400397","1471121","1529485","1481285",5
